,director_name,actor_2_name,gross,actor_1_name,actor_3_name,plot_keywords
1286,Irwin Winkler,Nathan Lane,22326247.0,Mira Sorvino,Steven Weber,based on article|blindness|box office flop|massage therapist|regaining sight
1287,Joseph Kahn,Jay Hernandez,21176322.0,Dane Cook,Christina Milian,murder|on the run|security camera|surveillance footage|timebomb
1288,Harold Becker,Martin Landau,20300000.0,Al Pacino,Bridget Fonda,drug dealer|mayor|new york city|probation|scandal
1289,Paul Verhoeven,Elizabeth Berkley,20302961.0,Bobbie Phillips,Robert Davi,cult film|lap dance|lap dancing|stripper|striptease
1290,Sofia Coppola,Shirley Henderson,15962471.0,Kirsten Dunst,Rip Torn,austria|cake|france|queen|versailles
1291,Barbet Schroeder,Michael Rapaport,14942422.0,Nicolas Cage,Philip Baker Hall,beard|female nudity|police brutality|stripper|woman in lingerie
1292,Stephen Kay,Miranda Richardson,14967182.0,Sylvester Stallone,Lauren Lee Smith,affair|car crash|enforcer|funeral|murder
1293,J.A. Bayona,Geraldine Chaplin,18996755.0,Naomi Watts,Oaklee Pendergast,christmas|resort|thailand|tourist|tsunami
1294,Elaine May,Warren Beatty,14375181.0,Carol Kane,Isabelle Adjani,cia|emir|hotel|map|morocco
1295,Wes Anderson,Meryl Streep,20999103.0,Bill Murray,Helen McCrory,cider|farm|farmer|fox|tale
1296,Stephen Herek,Stockard Channing,14448589.0,Angelina Jolie Pitt,James Gammon,football|homeless man|interview|psychic|reporter
1297,John Carpenter,Michael McKean,14358033.0,Richard Epcar,Patricia Heaton,accident|bar|chase|cia|laboratory
1298,Jean-Pierre Jeunet,Jamel Debbouze,33201661.0,Mathieu Kassovitz,Isabelle Nanty,cheerfulness|female protagonist|garden gnome|magical realism|waitress
1299,Dennie Gordon,Bob Saget,14018364.0,Mary-Kate Olsen,Riley Smith,dog|new york city|scholarship|senator|twin
1300,Charles Shyer,Nia Long,13395939.0,Omar Epps,Jane Krakowski,best friend|commitment|friend|limousine driver|one night stand
1301,Ken Kwapis,Tim Blake Nelson,20113965.0,Ted Danson,Andrew Daly,arctic circle|reporter|small town|volunteer|whale
1302,Ulu Grosbard,Treat Williams,13376506.0,Alexa PenaVega,Jonathan Jackson,basketball|boy|italian|kidnapping a child|reunion
1303,William Malone,Jeffrey Combs,13208023.0,Natascha McElhone,Udo Kier,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table
1304,Paul Weitz,Salma Hayek,13838130.0,Josh Hutcherson,Patrick Fugit,antidote|based on young adult novel|flyer|spider|vampire
1305,Paul McGuigan,Spencer Wilding,5773519.0,Daniel Radcliffe,Daniel Mays,assistant|experiment|frankenstein|medical student|scientist
1306,Danny DeVito,Amber Valletta,9652000.0,Justin Theroux,Harvey Fierstein,christmas|duplex|television|tenant|writer
1307,Malcolm D. Lee,Sean Hayes,12081447.0,Bernie Mac,Mike Epps,band|masturbation|reunion|singer|tribute
1308,Jerry Jameson,Jason Robards,7000000.0,M. Emmet Walsh,Anne Archer,military|mineral|ocean|ship|titanic
1309,Mic Rodgers,Daniel von Bargen,10431220.0,Michael Jai White,Xander Berkeley,combat|computer|general|military|reporter
1310,Christian Alvart,Dennis Quaid,10326062.0,Norman Reedus,Eddie Rouse,future|mission|space|spaceship|survival
1311,Gary Fleder,Mekhi Phifer,6114237.0,Gary Dourdan,Tim Guinee,alien|android|bomb|future|weapon
1312,Christian Duguay,Bridgette Wilson-Sampras,4835968.0,Rufus Sewell,Rupert Graves,commercial|extreme sports|mountain|serbian|terrorist
1313,Jean-Marie Poiré,Matt Ross,4777007.0,Bridgette Wilson-Sampras,John Aylward,alternate history|alternate timeline|flatulence|future time travel|time travel comedy
1314,Danny Boyle,Benedict Wong,3675072.0,Chris Evans,Troy Garity,astronaut|earth|future|icarus|sun
1315,Brian Robbins,Lou Saliba,18438149.0,John Gatins,Greg Collins,box office flop|buddhist|liar|literary agent|magical tree
1316,Marc F. Adler,Anne Bancroft,511920.0,Eric Idle,Kelly Ripa,box office flop|computer animation|one word title|surrealism|villainess
1317,Pierre Morel,Mark Rylance,10640645.0,Ray Winstone,Jasmine Trinca,assassination|blood vomiting|death|hit squad|mercenary
1318,Geoffrey Sax,Sophie Okonedo,652526.0,Alex Pettyfer,Ashley Walters,14 year old|british|gadget|spy|training
1319,D.J. Caruso,Aaron Yoo,80050171.0,Sarah Roemer,Jose Pablo Cantillo,binoculars|electronic tag|house arrest|neighbor|watching someone
1320,Iain Softley,Fisher Stevens,7564000.0,Angelina Jolie Pitt,Lorraine Bracco,computer|computer virus|cyberpunk|fight the system|sexual fantasy
1321,Richard Shepard,Zan Marolt,876671.0,James Brolin,Ljubomir Kerekes,bosnia|cia|fox|hunt|war criminal
1322,Joel Coen,Bill Cobbs,2869369.0,Jennifer Jason Leigh,John Mahoney,art deco|board of directors|industry|mail|stock
1323,Peter Ho-Sun Chan,Takeshi Kaneshiro,128978.0,Jet Li,Andy Lau,assassination|blood brother|dynasty|general|stabbing a woman
1324,Sergey Bodrov,Kuno Becker,77231.0,Jay Hernandez,Jason Scott Lee,1800s|kazakhstan|nomad
1325,Joon-ho Bong,Ewen Bremner,4563029.0,Chris Evans,Kang-ho Song,closed ecological system|perpetual winter|population control|revolt|train
1327,Jeff Nathanson,Glenn Morshower,463730.0,Matthew Broderick,Tim Blake Nelson,fbi|movie producer|sting operation|undercover|urination
1328,Alex Proyas,Bai Ling,50693162.0,Michael Wincott,David Patrick Kelly,back from the dead|crime boss|crow|gothic|vigilante
1329,S.S. Rajamouli,Anushka Shetty,6498000.0,Tamannaah Bhatia,Prabhas,ancient india|dual role|good versus evil|hindu|kingdom
1330,Robert Schwentke,Brooklynn Proulx,63411478.0,Arliss Howard,Michelle Nolden,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub
1331,Michael Lehmann,Stephen Collins,42640890.0,Colin Ferguson,Tom Everett Scott,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke
1332,Rob Cohen,Vin Diesel,144512310.0,Paul Walker,Jordana Brewster,eighteen wheeler|illegal street racing|truck|trucker|undercover cop
1333,Tim Burton,Catherine O'Hara,35287788.0,Martin Landau,Atticus Shaffer,dog|life|remake by original director|science|stop motion animation
1334,Joss Whedon,Sean Maher,25335935.0,Adam Baldwin,Michael Hitchcock,alliance|cannibalism|future|operative|planet
1335,Charles S. Dutton,Charles S. Dutton,5881504.0,Omar Epps,Tim Daly,boxer|boxing|boxing arena|boxing manager|directed by co star
1336,Richard Lester,Robert Vaughn,60000000.0,Margot Kidder,Jackie Cooper,computer|high school|kryptonite|smallville|villain
1337,Peter Segal,Sylvester Stallone,29802761.0,Robert De Niro,Oscar Gale,broke|promoter|retirement|trainer|training
1338,John Woo,Tony Chiu Wai Leung,626809.0,Takeshi Kaneshiro,Wei Zhao,alliance|battle|china|chinese|strategy
1339,Andy Tennant,Mary Lynn Rajskub,127214072.0,Ethan Embry,Courtney Gains,alabama|divorce|divorce papers|husband wife relationship|new york city
1340,Robert Luketic,John Michael Higgins,88915214.0,Gerard Butler,Eric Winter,call in|chick flick|date|hot air balloon|show producer
1341,Jonathan Lynn,Phil Hartman,30400000.0,Austin Pendleton,Max Casella,greenland|military|revenge|soldier|u.s. soldier
1342,Robert Rodriguez,Alexa PenaVega,85570368.0,Steve Buscemi,Emily Osment,island|mad scientist|scientist|sequel|spy
1343,David Carson,Alan Ruck,75668868.0,LeVar Burton,Jonathan Frakes,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice
1344,Kar-Wai Wong,Hye-kyo Song,6594136.0,Tony Chiu Wai Leung,Elvis Tsui,challenge|china|hong kong|martial arts|martial arts master
1345,Francis Lawrence,Christoph Waltz,58700247.0,Robert Pattinson,James Frain,circus|circus vargas|elephant|fear|train
1348,Norman Jewison,Vincent Pastore,50668906.0,Denzel Washington,Deborah Kara Unger,african american|book|boxer|boxing|murder
1349,Michael Apted,Jeff Kober,39177215.0,Bill Cobbs,Billy Campbell,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt
1350,David Mirkin,Anne Bancroft,40334024.0,Sarah Silverman,Jeffrey Jones,bank|infidelity|millionaire|money|scam
1351,Andy Fickman,Daniella Alonso,71038190.0,D.B. Woodside,Eduardo Verástegui,character name in title|no opening credits|sequel|wilhelm scream
1352,Luis Mandoki,Shirley Knight,24044532.0,Sonia Braga,Kari Matchett,apartment|fate|gun|love|mysterious man
1353,John Pasquin,Ken Marino,22770864.0,Jim Belushi,Kelly Lynch,bully|co worker|divorce|fight|karate
1354,Roman Polanski,Frank Langella,18653746.0,Johnny Depp,Lena Olin,bare butt|gnosticism|lucifer|rare book|sex
1355,Michael Apted,Paul Guilfoyle,17305211.0,J.K. Simmons,Bill Nunn,cartoon on tv|doctor|emergency room|hospital|nudity
1356,Stephen Herek,Dagmara Dominczyk,16991902.0,Beth Grant,Matthew Glave,cover band|fired from a job|heavy metal|rock star|tribute band
1357,Lee Daniels,Gabourey Sidibe,47536959.0,Mo'Nique,Mariah Carey,abuse|african american lesbian|lesbian|lesbian couple|school
1358,Ridley Scott,Jason Marsden,10300000.0,Jeff Bridges,Ethan Embry,acrophobia|jamaica|male bonding|prostitute|tragedy
1359,John Carpenter,Richard Masur,13782838.0,Wilford Brimley,David Clennon,alien creature|alien life form|antarctica|isolation|paranoia
1360,David Twohy,Nolan Gerard Funk,41997790.0,Vin Diesel,Bokeem Woodbine,alien|left for dead|mercenary|survival|vomiting
1361,Jeb Stuart,Claudia Stedelin,6482195.0,Gregory Scott Cummins,Ted Markland,deputy|fbi agent|knife held to throat|serial killer|sheriff
1362,Steve Miner,Usher Raymond,623374.0,Tom Skerritt,Leonor Varela,army|mexican|orphan|texas|texas ranger
1363,Gil Kenan,Toby Jones,7871693.0,Bill Murray,Harry Treadaway,box|food|mayor|pipeworks|scientist
1364,Paul Thomas Anderson,Jeffrey W. Jenkins,16377274.0,Mike Howard,Bruce Goodchild,drifter|past life regression|psychological testing|right hand man|scientology
1366,Gary Fleder,Nicole Beharie,9589875.0,Dennis Quaid,Charles S. Dutton,african american|coach|football movie|nonlinear timeline|syracuse university
1367,J Blakeson,Maggie Siff,34912982.0,Chloë Grace Moretz,Nick Robinson,alien|attack|based on novel|based on young adult novel|fear
1368,Ryan Coogler,Phylicia Rashad,109712885.0,Sylvester Stallone,Graham McTavish,boxing|boxing match|fight|montage|philadelphia
1369,Ben Affleck,Jon Hamm,92173235.0,Jeremy Renner,Owen Burke,bank manager|bank robbery|criminal gang|heist|prison
1370,Kirk Jones,Dennis Quaid,41102171.0,Anna Kendrick,Thomas Lennon,baby|expecting twins|hawaiian shirt|photographer|pregnancy
1371,Ethan Coen,Brad Pitt,60338891.0,J.K. Simmons,Kevin Sussman,cia|divorce|embassy|gym|memoir
1372,Jennifer Flackett,Anthony Simcoe,48006503.0,Gerard Butler,Christopher James Baker,author|girl|island|reading|scientist
1373,Ron Howard,Olivia Wilde,26903709.0,Chris Hemsworth,Alexandra Maria Lara,1970s|female rear nudity|formula 1|rivalry|sex with a nurse
1374,Paul Thomas Anderson,Neil Flynn,22450975.0,Patton Oswalt,Jim Meskimen,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline
1375,Kevin Smith,Tracy Morgan,44867349.0,Bruce Willis,Kevin Pollak,baseball card|detective|partner|thief|wedding
1376,Christian Ditter,Damon Wayans Jr.,46813366.0,Alison Brie,Nicholas Braun,motor scooter|new york city|newborn baby|scooter|single
1377,Charles Martin Smith,Michael Roark,72279690.0,Morgan Freeman,Harry Connick Jr.,boy|dolphin|prosthetics|tail|trap
1378,Catherine Hardwicke,Taylor Lautner,191449475.0,Kristen Stewart,Anna Kendrick,blood|high school|love|school|vampire
1379,Nick Cassavetes,Laura Harring,71026631.0,Denzel Washington,Anne Heche,health care|heart transplant|hospital|hostage|insurance
1380,Les Mayfield,Dave Chappelle,68208190.0,Peter Greene,Tamala Jones,detective|diamond|jewel|police|thief
1381,Rawson Marshall Thurber,Molly C. Quinn,150368971.0,Laura-Leigh,Thomas Lennon,fake family|male frontal nudity|marijuana|mexico|stripper
1383,Jonathan Mostow,M.C. Gainey,50129186.0,Kathleen Quinlan,J.T. Walsh,car breakdown|diner|jeep|paranoia|violence
1384,Irvin Kershner,Klaus Maria Brandauer,55500000.0,Bernie Casey,Barbara Carrera,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead
1385,Steve Pink,Collette Wolfe,50213619.0,Charlie McDermott,Crystal Lowe,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman
1386,Charles Martin Smith,Taylor Blackwell,42019483.0,Morgan Freeman,Harry Connick Jr.,dolphin|latex gloves|medical scrubs|purple gloves|turtle
1387,John Frankenheimer,James Frain,23360779.0,Charlize Theron,Clarence Williams III,casino|christmas|christmas season|girlfriend|release from prison
1388,F. Gary Gray,Jeff Kober,26183197.0,Vin Diesel,Larenz Tate,bust|dea|drug cartel|justice|tragic hero
1389,Cameron Crowe,Bradley Cooper,20991497.0,Emma Stone,Bill Murray,box office flop|critically bashed|hawaii|one word title|written by director
1390,Rob Reiner,Virginia Madsen,13052741.0,Alexa PenaVega,Craig T. Nelson,activist|assassin|civil rights|trial|widow
1391,Scott Hicks,Reeve Carney,14378353.0,Rick Yune,Daniel von Bargen,fisherman|japanese|love|trial|washington state
1392,Mikael Håfström,Colin O'Donoghue,33037754.0,Anthony Hopkins,Toby Jones,demon|exorcism|exorcist|faith|seminary
1393,Andrew Niccol,Xander Berkeley,12339633.0,Blair Underwood,Mason Gamble,accident|future|genetics|mission|police
1394,Andrew Bergman,Nathan Lane,2954405.0,Stockard Channing,John Larroquette,autistic son|cancer|female protagonist|new york city|son
1395,Kirk De Micco,Kenan Thompson,30105968.0,Cheryl Hines,Omid Abtahi,astronaut|attacked by a plant|planet|senator|space travel
1396,Chris Rock,Dylan Baker,37788228.0,Bernie Mac,Tracy Morgan,alderman|party|president|presidential candidate|washington d.c.
1397,Todd Phillips,Rob Riggle,277313371.0,Bradley Cooper,Mike Epps,drunkenness|female nudity|hangover|hedonism|morning after
1398,Wilson Yip,Lynn Hung,2126511.0,Mike Tyson,Kwok-Kwan Chan,1950s|cancer|hong kong|martial arts school|wing chun
1399,Jay Roach,Verne Troyer,205399422.0,Muse Watson,Robert Wagner,penis joke|phallic image|sexy agent|spy|volcano hideout
1400,Tim Burton,Jack Palance,251188924.0,Michael Gough,William Hootkins,city|dc comics|gotham|pantyhose|police
1401,Roland Joffé,Dougray Scott,1068392.0,Jordi Mollà,Lily Cole,dying|forgiveness|saint|spanish civil war|starts with narration
1402,Richard Donner,Nick Chinlund,144731527.0,Rene Russo,Stuart Wilson,gangster|gun|internal affairs|police|police officer
1403,John Lee Hancock,Quinton Aaron,255950375.0,Catherine Dyer,Kim Dickens,american football|based on true story|football star|high school football|left tackle
1405,Robert Rodriguez,Cheech Marin,112692062.0,Alexa PenaVega,Daryl Sabara,brother sister relationship|espionage|rescue|secret agent|spy
1406,Seth Gordon,Lindsay Sloane,117528646.0,Kevin Spacey,Reginald Ballard,black comedy|boss|chemical company|dental assistant|murder
1407,Ethan Coen,Jeff Bridges,171031347.0,Matt Damon,Bruce Green,arkansas|murder|sheriff|texas ranger|u.s. marshal
1408,David Frankel,Anne Hathaway,124732962.0,Meryl Streep,Rebecca Mader,fashion|fashion industry|magazine|new york city|publishing
1409,Robert Wise,Nichelle Nichols,82300000.0,Leonard Nimoy,Walter Koenig,alien|space|space station|spacecraft|warp speed
1410,Seth Gordon,Eric Stonestreet,134455175.0,Jon Favreau,T.I.,bounty hunter|credit card|cross country|identity|police
1411,Martin Scorsese,Robert Mitchum,79100000.0,Robert De Niro,Joe Don Baker,lawyer|neo noir|prison|rapist|southern gothic
1412,Robert Luketic,Jim Sturgess,81159365.0,Kevin Spacey,Josh Gad,based on true story|blackjack|card counting|gambling|massachusetts institute of technology
1413,Judd Apatow,Randall Park,110008260.0,Amy Schumer,Josh Segarra,actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star
1414,Kevin Rodney Sullivan,Nicole Sullivan,67962333.0,Bernie Mac,Sherri Shepherd,argument|engagement|family relationships|love|undressing
1415,Anthony Minghella,Kristin Scott Thomas,78651430.0,Colin Firth,Jürgen Prochnow,church|english|flashback|nurse|patient
1416,Curtis Hanson,Matt McCoy,64604977.0,Kevin Spacey,Paul Guilfoyle,1950s|call girl|corruption|murder|police detective
1417,Mike Mitchell,Kelly Preston,63939454.0,Michael Angarano,Nicholas Braun,coming of age|friend|high school|sidekick|superpower
1418,Frank Oz,Wilford Brimley,63826569.0,Tom Selleck,Lauren Ambrose,academy award|gay|high school|reporter|teacher
1419,Roger Donaldson,Marg Helgenberger,60054449.0,Natasha Henstridge,Jordan Lund,alien|interspecies sex|scientist|sexual attraction|train
1420,Wes Craven,Lin Shaye,26505000.0,Johnny Depp,Amanda Wyss,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation
1421,Tarsem Singh,Jake Weber,61280963.0,Dylan Baker,James Gammon,coma|fbi|race against time|serial killer|strong female lead
1422,Randall Wallace,Anne Parillaud,56876365.0,Leonardo DiCaprio,Judith Godrèche,france|musketeer|three musketeers|twin|twin brother
1423,Randall Wallace,Kevin Connolly,59699513.0,Scott Glenn,Dylan Walsh,eccentric|horse racing|newspaper clipping|stallion|triple crown
1424,Kevin Munroe,Sarah Michelle Gellar,54132596.0,Chris Evans,Mako,martial arts master|monster|new york city|turtle|warrior
1425,Michael Tollin,Riley Smith,52277485.0,Alfre Woodard,Debra Winger,coach|football|football coach|high school|radio
1426,Will Gluck,Justin Timberlake,55802754.0,Mila Kunis,Masi Oka,blow job|female rear nudity|girl in panties|male objectification|no panties
1427,Nicholas Stoller,Ike Barinholtz,55291815.0,Chloë Grace Moretz,Kiersey Clemons,bare chested male|gay|gay best friend|gay man|gay marriage proposal
1428,John Lee Hancock,Ruth Wilson,83299761.0,Tom Hanks,B.J. Novak,author|disney|loss of father|reference to walt disney|suppression of emotion
1429,Spike Lee,Delroy Lindo,48169908.0,Denzel Washington,Al Freeman Jr.,african american|black history|civil rights|ku klux klan|nation of islam
1430,Judd Apatow,Maude Apatow,67523385.0,Charlyne Yi,Mackenzie Aladjem,40th birthday|aging|birthday|sex|viagra
1431,Walt Becker,Bernie Mac,49474048.0,Robin Williams,Ann-Margret,best friend|business deal|impulse|public relations|twin
1432,Patrick Tatopoulos,Kevin Grevioux,45802315.0,Craig Parker,Steven Mackintosh,battle|slave|vampire|warrior|werewolf
1433,Ken Kwapis,Christine Taylor,43792641.0,Robin Williams,Mindy Kaling,box office flop|church|kissing|usa|wedding
