,director_name,actor_1_name,actor_2_name,actor_3_name,genres,gross
947,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action,66002193.0
948,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Adventure,66002193.0
949,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Mystery,66002193.0
950,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Sci-Fi,66002193.0
951,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Thriller,66002193.0
952,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action,85463309.0
953,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Drama,85463309.0
954,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Sci-Fi,85463309.0
955,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Sport,85463309.0
956,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure,71017784.0
957,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Animation,71017784.0
958,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Comedy,71017784.0
959,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Family,71017784.0
960,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Fantasy,71017784.0
961,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action,48068396.0
962,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Crime,48068396.0
963,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Romance,48068396.0
964,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Thriller,48068396.0
965,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action,61656849.0
966,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Sci-Fi,61656849.0
967,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action,134520804.0
968,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Adventure,134520804.0
969,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Thriller,134520804.0
970,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action,313837577.0
971,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Adventure,313837577.0
972,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Drama,313837577.0
973,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Fantasy,313837577.0
974,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action,24004159.0
975,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Adventure,24004159.0
976,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Comedy,24004159.0
977,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography,58183966.0
978,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Drama,58183966.0
979,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Sport,58183966.0
980,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure,100446895.0
981,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Comedy,100446895.0
982,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Family,100446895.0
983,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Fantasy,100446895.0
984,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action,144795350.0
985,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Mystery,144795350.0
986,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Sci-Fi,144795350.0
987,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Thriller,144795350.0
988,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action,47396698.0
989,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Adventure,47396698.0
990,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Drama,47396698.0
991,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,History,47396698.0
992,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,War,47396698.0
993,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure,140015224.0
994,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Comedy,140015224.0
995,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Family,140015224.0
996,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Fantasy,140015224.0
997,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation,104374107.0
998,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Family,104374107.0
999,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Fantasy,104374107.0
1000,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Musical,104374107.0
1001,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Romance,104374107.0
1002,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure,228430993.0
1003,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Drama,228430993.0
1004,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Sci-Fi,228430993.0
1005,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action,35799026.0
1006,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Adventure,35799026.0
1007,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Romance,35799026.0
1008,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Sci-Fi,35799026.0
1009,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Thriller,35799026.0
1010,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy,6712451.0
1011,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Romance,6712451.0
1012,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action,101643008.0
1013,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Crime,101643008.0
1014,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Thriller,101643008.0
1015,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action,187670866.0
1016,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Drama,187670866.0
1017,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Romance,187670866.0
1018,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action,132014112.0
1019,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Mystery,132014112.0
1020,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Sci-Fi,132014112.0
1021,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Thriller,132014112.0
1022,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure,261970615.0
1023,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Family,261970615.0
1024,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Fantasy,261970615.0
1025,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Mystery,261970615.0
1026,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action,167007184.0
1027,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Adventure,167007184.0
1028,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Thriller,167007184.0
1029,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action,180011740.0
1030,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Adventure,180011740.0
1031,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Sci-Fi,180011740.0
1032,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Thriller,180011740.0
1033,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action,204843350.0
1034,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Sci-Fi,204843350.0
1035,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography,97030725.0
1036,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Crime,97030725.0
1037,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Drama,97030725.0
1038,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,History,97030725.0
1039,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Romance,97030725.0
1040,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography,130127620.0
1041,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Crime,130127620.0
1042,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Drama,130127620.0
1043,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action,146282411.0
1044,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Comedy,146282411.0
1045,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Thriller,146282411.0
1046,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action,65452312.0
1047,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Crime,65452312.0
1048,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Thriller,65452312.0
1049,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy,148383780.0
1050,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Romance,148383780.0
1051,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action,119219978.0
1052,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Comedy,119219978.0
1053,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Crime,119219978.0
1054,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action,101228120.0
1055,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Drama,101228120.0
1056,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Mystery,101228120.0
1057,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Thriller,101228120.0
1058,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Drama,162804648.0
1059,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Western,162804648.0
1060,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation,100117603.0
1061,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Drama,100117603.0
1062,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Family,100117603.0
1063,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Musical,100117603.0
1064,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Romance,100117603.0
1065,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure,89296573.0
1066,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Animation,89296573.0
1067,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Comedy,89296573.0
1068,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Family,89296573.0
1069,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Fantasy,89296573.0
1070,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action,85017401.0
1071,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Adventure,85017401.0
1072,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Thriller,85017401.0
1073,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action,173005002.0
1074,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Adventure,173005002.0
1075,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Comedy,173005002.0
1076,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Family,173005002.0
1077,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Mystery,173005002.0
1078,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action,75030163.0
1079,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Adventure,75030163.0
1080,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Family,75030163.0
1081,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Fantasy,75030163.0
1082,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure,77222184.0
1083,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Drama,77222184.0
1084,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Family,77222184.0
1085,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Fantasy,77222184.0
1086,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure,34964818.0
1087,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Family,34964818.0
1088,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Fantasy,34964818.0
1089,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure,107515297.0
1090,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Animation,107515297.0
1091,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Family,107515297.0
1092,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Fantasy,107515297.0
1093,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Action,67631157.0
1094,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Romance,67631157.0
1095,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Thriller,67631157.0
1096,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action,66862068.0
1097,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Fantasy,66862068.0
1098,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Horror,66862068.0
1099,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Mystery,66862068.0
1100,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure,57366262.0
1101,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Drama,57366262.0
1102,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Thriller,57366262.0
1103,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Biography,116866727.0
1104,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Comedy,116866727.0
1105,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Crime,116866727.0
1106,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Drama,116866727.0
1107,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action,184031112.0
1108,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Adventure,184031112.0
1109,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Fantasy,184031112.0
1110,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action,54700065.0
1111,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Sci-Fi,54700065.0
1112,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,War,54700065.0
1113,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Drama,27098580.0
1114,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Sci-Fi,27098580.0
1115,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action,55673333.0
1116,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Adventure,55673333.0
1117,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Animation,55673333.0
1118,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Family,55673333.0
1119,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Fantasy,55673333.0
1120,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action,40198710.0
1121,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Crime,40198710.0
1122,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Fantasy,40198710.0
1123,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Romance,40198710.0
1124,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Thriller,40198710.0
1125,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action,72660029.0
1126,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Adventure,72660029.0
1127,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure,38120554.0
1128,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Animation,38120554.0
1129,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Family,38120554.0
1130,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Sci-Fi,38120554.0
1131,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Adventure,49392095.0
1132,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Comedy,49392095.0
1133,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Sci-Fi,49392095.0
1134,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action,39292022.0
1135,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Adventure,39292022.0
1136,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Thriller,39292022.0
1137,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Action,28772222.0
1138,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Crime,28772222.0
1139,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Sport,28772222.0
1140,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Thriller,28772222.0
1141,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Comedy,17010646.0
1142,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Family,17010646.0
1143,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Fantasy,17010646.0
1144,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Action,24985612.0
1145,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Adventure,24985612.0
1146,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Biography,24985612.0
1147,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Drama,24985612.0
1148,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,History,24985612.0
1149,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Thriller,24985612.0
1150,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Action,4411102.0
1151,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Comedy,4411102.0
1152,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Sci-Fi,4411102.0
1153,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Action,35024475.0
1154,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Drama,35024475.0
1155,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Thriller,35024475.0
1156,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,War,35024475.0
1157,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Adventure,130174897.0
1158,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Animation,130174897.0
1159,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Comedy,130174897.0
1160,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Family,130174897.0
1161,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Drama,10200000.0
1162,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Mystery,10200000.0
1163,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Thriller,10200000.0
1164,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action,202007640.0
1165,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Adventure,202007640.0
1166,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Fantasy,202007640.0
1167,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Thriller,202007640.0
1168,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Crime,77679638.0
1169,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Drama,77679638.0
1170,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Drama,9213.0
1171,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,History,9213.0
1172,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Romance,9213.0
1173,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,War,9213.0
1174,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Animation,58867694.0
1175,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Comedy,58867694.0
1176,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Family,58867694.0
1177,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Sport,58867694.0
1178,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Comedy,59475623.0
1179,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Sci-Fi,59475623.0
1180,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Thriller,59475623.0
1181,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Drama,108638745.0
1182,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,History,108638745.0
1183,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,War,108638745.0
1184,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Comedy,86897182.0
1185,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action,63540020.0
1186,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Adventure,63540020.0
1187,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Sci-Fi,63540020.0
1188,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy,95328937.0
1189,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Drama,95328937.0
1190,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Romance,95328937.0
1191,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure,50802661.0
1192,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Animation,50802661.0
1193,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Comedy,50802661.0
1194,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Family,50802661.0
1195,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Romance,50802661.0
1196,Steve Martino,Peter Dinklage,Josh Gad,Drake,Adventure,161317423.0
1197,Steve Martino,Peter Dinklage,Josh Gad,Drake,Animation,161317423.0
1198,Steve Martino,Peter Dinklage,Josh Gad,Drake,Comedy,161317423.0
1199,Steve Martino,Peter Dinklage,Josh Gad,Drake,Family,161317423.0
1200,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Drama,201148159.0
1201,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Family,201148159.0
1202,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Fantasy,201148159.0
1203,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Romance,201148159.0
1204,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Drama,43982842.0
1205,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Fantasy,43982842.0
1206,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Thriller,43982842.0
1207,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure,380838870.0
1208,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Animation,380838870.0
1209,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Comedy,380838870.0
1210,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Family,380838870.0
1211,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action,377019252.0
1212,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Adventure,377019252.0
1213,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Drama,377019252.0
1214,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Fantasy,377019252.0
1215,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action,340478898.0
1216,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Adventure,340478898.0
